tweet_id,company,tweet_text,sentiment
2713,Amazon,Fast and reliable – Amazon never disappoints!,positive
2714,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
2715,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
2716,Amazon,Still exploring Amazon. Too early to judge.,neutral
2717,Meta,Terrible experience with Meta customer support.,negative
2718,Amazon,Amazon update broke everything. Please fix it!,negative
2719,Microsoft,Microsoft update broke everything. Please fix it!,negative
2720,Amazon,Impressed with Amazon's latest product release.,positive
2721,Apple,Apple's performance is top-notch. Kudos to the team!,positive
2722,Microsoft,Microsoft keeps crashing. Super annoying.,negative
2723,Google,The new Google update is amazing! Loving the features.,positive
2724,Apple,Impressed with Apple's latest product release.,positive
2725,Apple,Impressed with Apple's latest product release.,positive
2726,Meta,"Not good, not bad. Meta is just average.",neutral
2727,Google,Google update broke everything. Please fix it!,negative
2728,Meta,The new Meta update is amazing! Loving the features.,positive
2729,Meta,Terrible experience with Meta customer support.,negative
2730,Google,Terrible experience with Google customer support.,negative
2731,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
2732,Meta,Meta update broke everything. Please fix it!,negative
2733,Meta,The new Meta update is amazing! Loving the features.,positive
2734,Microsoft,Impressed with Microsoft's latest product release.,positive
2735,Microsoft,Terrible experience with Microsoft customer support.,negative
2736,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
2737,Apple,Fast and reliable – Apple never disappoints!,positive
2738,Amazon,"Amazon works fine, just the usual stuff.",neutral
2739,Microsoft,Microsoft keeps crashing. Super annoying.,negative
2740,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
2741,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
2742,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
2743,Meta,Tried out Meta. Mixed feelings about it.,neutral
2744,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
2745,Meta,Impressed with Meta's latest product release.,positive
2746,Amazon,Amazon update broke everything. Please fix it!,negative
2747,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
2748,Amazon,Really disappointed with Amazon. Not what I expected.,negative
2749,Apple,"I used Apple today. It's okay, nothing special.",neutral
2750,Google,Why is Google so slow lately? Very frustrating.,negative
2751,Meta,Meta's performance is top-notch. Kudos to the team!,positive
2752,Microsoft,Impressed with Microsoft's latest product release.,positive
2753,Amazon,Terrible experience with Amazon customer support.,negative
2754,Amazon,Great customer service from Amazon. Totally satisfied!,positive
2755,Google,Google's performance is top-notch. Kudos to the team!,positive
2756,Meta,The new Meta update is amazing! Loving the features.,positive
2757,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
2758,Google,Fast and reliable – Google never disappoints!,positive
2759,Amazon,Impressed with Amazon's latest product release.,positive
2760,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
2761,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
2762,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
2763,Amazon,Amazon update broke everything. Please fix it!,negative
2764,Microsoft,Microsoft update broke everything. Please fix it!,negative
2765,Apple,Really disappointed with Apple. Not what I expected.,negative
2766,Google,Terrible experience with Google customer support.,negative
2767,Meta,"Not good, not bad. Meta is just average.",neutral
2768,Google,"Not good, not bad. Google is just average.",neutral
2769,Amazon,Amazon keeps crashing. Super annoying.,negative
2770,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
2771,Meta,Meta's performance is top-notch. Kudos to the team!,positive
2772,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
2773,Meta,Meta keeps crashing. Super annoying.,negative
2774,Meta,"I used Meta today. It's okay, nothing special.",neutral
2775,Meta,Fast and reliable – Meta never disappoints!,positive
2776,Amazon,Really disappointed with Amazon. Not what I expected.,negative
2777,Meta,Tried out Meta. Mixed feelings about it.,neutral
2778,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
2779,Apple,"Not good, not bad. Apple is just average.",neutral
2780,Meta,Terrible experience with Meta customer support.,negative
2781,Meta,Meta keeps crashing. Super annoying.,negative
2782,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
2783,Meta,Tried out Meta. Mixed feelings about it.,neutral
2784,Meta,The new Meta update is amazing! Loving the features.,positive
2785,Meta,Fast and reliable – Meta never disappoints!,positive
2786,Microsoft,Impressed with Microsoft's latest product release.,positive
2787,Amazon,Still exploring Amazon. Too early to judge.,neutral
2788,Meta,Meta update broke everything. Please fix it!,negative
2789,Apple,"Apple works fine, just the usual stuff.",neutral
2790,Amazon,Amazon keeps crashing. Super annoying.,negative
2791,Google,Google's performance is top-notch. Kudos to the team!,positive
2792,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
2793,Apple,"Apple works fine, just the usual stuff.",neutral
2794,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
2795,Google,Google update broke everything. Please fix it!,negative
2796,Google,Google keeps crashing. Super annoying.,negative
2797,Apple,Great customer service from Apple. Totally satisfied!,positive
2798,Apple,Apple's performance is top-notch. Kudos to the team!,positive
2799,Microsoft,Microsoft update broke everything. Please fix it!,negative
2800,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
2801,Google,Google's performance is top-notch. Kudos to the team!,positive
2802,Google,Google's performance is top-notch. Kudos to the team!,positive
2803,Amazon,Still exploring Amazon. Too early to judge.,neutral
2804,Google,"I used Google today. It's okay, nothing special.",neutral
2805,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
2806,Apple,Apple update broke everything. Please fix it!,negative
2807,Amazon,Impressed with Amazon's latest product release.,positive
2808,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
2809,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
2810,Google,Fast and reliable – Google never disappoints!,positive
2811,Meta,Fast and reliable – Meta never disappoints!,positive
2812,Meta,"Not good, not bad. Meta is just average.",neutral
2813,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
2814,Meta,Meta's performance is top-notch. Kudos to the team!,positive
2815,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
2816,Google,Google keeps crashing. Super annoying.,negative
2817,Google,Great customer service from Google. Totally satisfied!,positive
2818,Google,Terrible experience with Google customer support.,negative
2819,Microsoft,Microsoft update broke everything. Please fix it!,negative
2820,Apple,Apple update broke everything. Please fix it!,negative
2821,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
2822,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
2823,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
2824,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
2825,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
2826,Amazon,Fast and reliable – Amazon never disappoints!,positive
2827,Apple,"I used Apple today. It's okay, nothing special.",neutral
2828,Google,Google update broke everything. Please fix it!,negative
2829,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
2830,Apple,"Apple works fine, just the usual stuff.",neutral
2831,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
2832,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
2833,Apple,Apple's performance is top-notch. Kudos to the team!,positive
2834,Google,Impressed with Google's latest product release.,positive
2835,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
2836,Apple,Really disappointed with Apple. Not what I expected.,negative
2837,Microsoft,Terrible experience with Microsoft customer support.,negative
2838,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
2839,Apple,Apple's performance is top-notch. Kudos to the team!,positive
2840,Meta,Meta's performance is top-notch. Kudos to the team!,positive
2841,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
2842,Amazon,Really disappointed with Amazon. Not what I expected.,negative
2843,Apple,"Apple works fine, just the usual stuff.",neutral
2844,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
2845,Apple,Apple keeps crashing. Super annoying.,negative
2846,Amazon,Amazon update broke everything. Please fix it!,negative
2847,Apple,Great customer service from Apple. Totally satisfied!,positive
2848,Google,"Google works fine, just the usual stuff.",neutral
2849,Meta,Tried out Meta. Mixed feelings about it.,neutral
2850,Amazon,Terrible experience with Amazon customer support.,negative
2851,Google,Google keeps crashing. Super annoying.,negative
2852,Meta,Why is Meta so slow lately? Very frustrating.,negative
2853,Google,Impressed with Google's latest product release.,positive
2854,Amazon,Impressed with Amazon's latest product release.,positive
2855,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
2856,Apple,Fast and reliable – Apple never disappoints!,positive
2857,Meta,"Meta works fine, just the usual stuff.",neutral
2858,Apple,Apple keeps crashing. Super annoying.,negative
2859,Amazon,"Amazon works fine, just the usual stuff.",neutral
2860,Apple,Apple update broke everything. Please fix it!,negative
2861,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
2862,Google,Google's performance is top-notch. Kudos to the team!,positive
2863,Google,"I used Google today. It's okay, nothing special.",neutral
2864,Apple,Still exploring Apple. Too early to judge.,neutral
2865,Microsoft,Terrible experience with Microsoft customer support.,negative
2866,Apple,Great customer service from Apple. Totally satisfied!,positive
2867,Google,Why is Google so slow lately? Very frustrating.,negative
2868,Microsoft,Microsoft keeps crashing. Super annoying.,negative
2869,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
2870,Google,Google keeps crashing. Super annoying.,negative
2871,Microsoft,Impressed with Microsoft's latest product release.,positive
2872,Google,Google's performance is top-notch. Kudos to the team!,positive
2873,Amazon,Fast and reliable – Amazon never disappoints!,positive
2874,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
2875,Meta,Tried out Meta. Mixed feelings about it.,neutral
2876,Apple,Impressed with Apple's latest product release.,positive
2877,Google,Terrible experience with Google customer support.,negative
2878,Google,Tried out Google. Mixed feelings about it.,neutral
2879,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
2880,Amazon,The new Amazon update is amazing! Loving the features.,positive
2881,Meta,The new Meta update is amazing! Loving the features.,positive
2882,Amazon,Impressed with Amazon's latest product release.,positive
2883,Amazon,Still exploring Amazon. Too early to judge.,neutral
2884,Apple,Apple's performance is top-notch. Kudos to the team!,positive
2885,Meta,Tried out Meta. Mixed feelings about it.,neutral
2886,Amazon,Why is Amazon so slow lately? Very frustrating.,negative
2887,Google,"I used Google today. It's okay, nothing special.",neutral
2888,Meta,Meta's performance is top-notch. Kudos to the team!,positive
2889,Google,Tried out Google. Mixed feelings about it.,neutral
2890,Amazon,Amazon keeps crashing. Super annoying.,negative
2891,Apple,Apple update broke everything. Please fix it!,negative
2892,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
2893,Apple,Really disappointed with Apple. Not what I expected.,negative
2894,Google,Why is Google so slow lately? Very frustrating.,negative
2895,Amazon,Why is Amazon so slow lately? Very frustrating.,negative
2896,Amazon,"Not good, not bad. Amazon is just average.",neutral
2897,Meta,Terrible experience with Meta customer support.,negative
2898,Google,Terrible experience with Google customer support.,negative
2899,Google,Tried out Google. Mixed feelings about it.,neutral
2900,Apple,Great customer service from Apple. Totally satisfied!,positive
2901,Apple,Great customer service from Apple. Totally satisfied!,positive
2902,Apple,Why is Apple so slow lately? Very frustrating.,negative
2903,Google,Tried out Google. Mixed feelings about it.,neutral
2904,Microsoft,Impressed with Microsoft's latest product release.,positive
2905,Apple,Why is Apple so slow lately? Very frustrating.,negative
2906,Meta,Terrible experience with Meta customer support.,negative
2907,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
2908,Apple,Really disappointed with Apple. Not what I expected.,negative
2909,Google,Google keeps crashing. Super annoying.,negative
2910,Google,Still exploring Google. Too early to judge.,neutral
2911,Amazon,Still exploring Amazon. Too early to judge.,neutral
2912,Google,"I used Google today. It's okay, nothing special.",neutral
2913,Meta,"Meta works fine, just the usual stuff.",neutral
2914,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
2915,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
2916,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
2917,Apple,Why is Apple so slow lately? Very frustrating.,negative
2918,Meta,Meta's performance is top-notch. Kudos to the team!,positive
2919,Google,The new Google update is amazing! Loving the features.,positive
2920,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
2921,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
2922,Meta,"I used Meta today. It's okay, nothing special.",neutral
2923,Amazon,Fast and reliable – Amazon never disappoints!,positive
2924,Microsoft,Microsoft update broke everything. Please fix it!,negative
2925,Google,The new Google update is amazing! Loving the features.,positive
2926,Amazon,Really disappointed with Amazon. Not what I expected.,negative
2927,Apple,Still exploring Apple. Too early to judge.,neutral
2928,Microsoft,Impressed with Microsoft's latest product release.,positive
2929,Amazon,Great customer service from Amazon. Totally satisfied!,positive
2930,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
2931,Google,Impressed with Google's latest product release.,positive
2932,Microsoft,Microsoft keeps crashing. Super annoying.,negative
2933,Apple,Terrible experience with Apple customer support.,negative
2934,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
2935,Meta,Meta's performance is top-notch. Kudos to the team!,positive
2936,Apple,Apple update broke everything. Please fix it!,negative
2937,Google,Terrible experience with Google customer support.,negative
2938,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
2939,Meta,Tried out Meta. Mixed feelings about it.,neutral
2940,Apple,Why is Apple so slow lately? Very frustrating.,negative
2941,Meta,Impressed with Meta's latest product release.,positive
2942,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
2943,Meta,Terrible experience with Meta customer support.,negative
2944,Google,"Google works fine, just the usual stuff.",neutral
2945,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
2946,Apple,Terrible experience with Apple customer support.,negative
2947,Microsoft,Impressed with Microsoft's latest product release.,positive
2948,Amazon,Great customer service from Amazon. Totally satisfied!,positive
2949,Amazon,Fast and reliable – Amazon never disappoints!,positive
2950,Microsoft,Microsoft update broke everything. Please fix it!,negative
2951,Apple,"I used Apple today. It's okay, nothing special.",neutral
2952,Apple,"I used Apple today. It's okay, nothing special.",neutral
2953,Meta,Terrible experience with Meta customer support.,negative
2954,Apple,Apple update broke everything. Please fix it!,negative
2955,Amazon,Why is Amazon so slow lately? Very frustrating.,negative
2956,Meta,Fast and reliable – Meta never disappoints!,positive
2957,Apple,Impressed with Apple's latest product release.,positive
2958,Google,Impressed with Google's latest product release.,positive
2959,Apple,Impressed with Apple's latest product release.,positive
2960,Amazon,Amazon update broke everything. Please fix it!,negative
2961,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
2962,Meta,Why is Meta so slow lately? Very frustrating.,negative
2963,Google,Great customer service from Google. Totally satisfied!,positive
2964,Apple,Still exploring Apple. Too early to judge.,neutral
2965,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
2966,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
2967,Apple,Really disappointed with Apple. Not what I expected.,negative
2968,Apple,Impressed with Apple's latest product release.,positive
2969,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
2970,Meta,Tried out Meta. Mixed feelings about it.,neutral
2971,Amazon,Still exploring Amazon. Too early to judge.,neutral
2972,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
2973,Amazon,Great customer service from Amazon. Totally satisfied!,positive
2974,Google,Great customer service from Google. Totally satisfied!,positive
2975,Apple,Great customer service from Apple. Totally satisfied!,positive
2976,Apple,Impressed with Apple's latest product release.,positive
2977,Google,"Google works fine, just the usual stuff.",neutral
2978,Microsoft,Still exploring Microsoft. Too early to judge.,neutral
2979,Google,Google's performance is top-notch. Kudos to the team!,positive
2980,Microsoft,Impressed with Microsoft's latest product release.,positive
2981,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
2982,Google,Impressed with Google's latest product release.,positive
2983,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
2984,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
2985,Google,Google update broke everything. Please fix it!,negative
2986,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
2987,Apple,Impressed with Apple's latest product release.,positive
2988,Microsoft,Microsoft update broke everything. Please fix it!,negative
2989,Meta,Still exploring Meta. Too early to judge.,neutral
2990,Amazon,Impressed with Amazon's latest product release.,positive
2991,Microsoft,Microsoft update broke everything. Please fix it!,negative
2992,Meta,Still exploring Meta. Too early to judge.,neutral
2993,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
2994,Meta,Impressed with Meta's latest product release.,positive
2995,Meta,Meta update broke everything. Please fix it!,negative
2996,Apple,Terrible experience with Apple customer support.,negative
2997,Microsoft,Impressed with Microsoft's latest product release.,positive
2998,Meta,"Not good, not bad. Meta is just average.",neutral
2999,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
3000,Apple,Apple's performance is top-notch. Kudos to the team!,positive
3001,Google,Why is Google so slow lately? Very frustrating.,negative
3002,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
3003,Google,"Not good, not bad. Google is just average.",neutral
3004,Meta,Tried out Meta. Mixed feelings about it.,neutral
3005,Google,Terrible experience with Google customer support.,negative
3006,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
3007,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
3008,Google,Really disappointed with Google. Not what I expected.,negative
3009,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
3010,Google,Fast and reliable – Google never disappoints!,positive
3011,Microsoft,Impressed with Microsoft's latest product release.,positive
3012,Microsoft,Microsoft keeps crashing. Super annoying.,negative
3013,Google,"I used Google today. It's okay, nothing special.",neutral
3014,Apple,Why is Apple so slow lately? Very frustrating.,negative
3015,Amazon,"Amazon works fine, just the usual stuff.",neutral
3016,Google,"I used Google today. It's okay, nothing special.",neutral
3017,Apple,Terrible experience with Apple customer support.,negative
3018,Apple,"Apple works fine, just the usual stuff.",neutral
3019,Apple,"Apple works fine, just the usual stuff.",neutral
3020,Microsoft,Why is Microsoft so slow lately? Very frustrating.,negative
3021,Amazon,Fast and reliable – Amazon never disappoints!,positive
3022,Amazon,Fast and reliable – Amazon never disappoints!,positive
3023,Meta,"I used Meta today. It's okay, nothing special.",neutral
3024,Apple,Terrible experience with Apple customer support.,negative
3025,Apple,Fast and reliable – Apple never disappoints!,positive
3026,Meta,Fast and reliable – Meta never disappoints!,positive
3027,Apple,"I used Apple today. It's okay, nothing special.",neutral
3028,Google,"I used Google today. It's okay, nothing special.",neutral
3029,Google,Google keeps crashing. Super annoying.,negative
3030,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
3031,Meta,Really disappointed with Meta. Not what I expected.,negative
3032,Google,"Not good, not bad. Google is just average.",neutral
3033,Amazon,The new Amazon update is amazing! Loving the features.,positive
3034,Google,Terrible experience with Google customer support.,negative
3035,Apple,Impressed with Apple's latest product release.,positive
3036,Amazon,Amazon update broke everything. Please fix it!,negative
3037,Google,Google's performance is top-notch. Kudos to the team!,positive
3038,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
3039,Amazon,"Amazon works fine, just the usual stuff.",neutral
3040,Google,Tried out Google. Mixed feelings about it.,neutral
3041,Google,Impressed with Google's latest product release.,positive
3042,Microsoft,Terrible experience with Microsoft customer support.,negative
3043,Meta,"Not good, not bad. Meta is just average.",neutral
3044,Apple,Apple keeps crashing. Super annoying.,negative
3045,Apple,Still exploring Apple. Too early to judge.,neutral
3046,Apple,Apple's performance is top-notch. Kudos to the team!,positive
3047,Amazon,Amazon keeps crashing. Super annoying.,negative
3048,Microsoft,Impressed with Microsoft's latest product release.,positive
3049,Apple,"Apple works fine, just the usual stuff.",neutral
3050,Meta,Fast and reliable – Meta never disappoints!,positive
3051,Amazon,Terrible experience with Amazon customer support.,negative
3052,Meta,Why is Meta so slow lately? Very frustrating.,negative
3053,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
3054,Meta,"Meta works fine, just the usual stuff.",neutral
3055,Microsoft,Microsoft keeps crashing. Super annoying.,negative
3056,Meta,Still exploring Meta. Too early to judge.,neutral
3057,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
3058,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
3059,Apple,Fast and reliable – Apple never disappoints!,positive
3060,Amazon,Amazon keeps crashing. Super annoying.,negative
3061,Meta,"Not good, not bad. Meta is just average.",neutral
3062,Google,Fast and reliable – Google never disappoints!,positive
3063,Meta,Meta update broke everything. Please fix it!,negative
3064,Amazon,"Amazon works fine, just the usual stuff.",neutral
3065,Apple,Fast and reliable – Apple never disappoints!,positive
3066,Meta,Meta keeps crashing. Super annoying.,negative
3067,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
3068,Meta,The new Meta update is amazing! Loving the features.,positive
3069,Amazon,Amazon update broke everything. Please fix it!,negative
3070,Amazon,The new Amazon update is amazing! Loving the features.,positive
3071,Apple,Why is Apple so slow lately? Very frustrating.,negative
3072,Meta,"I used Meta today. It's okay, nothing special.",neutral
3073,Microsoft,Microsoft keeps crashing. Super annoying.,negative
3074,Meta,Still exploring Meta. Too early to judge.,neutral
3075,Meta,Meta's performance is top-notch. Kudos to the team!,positive
3076,Amazon,Amazon update broke everything. Please fix it!,negative
3077,Google,Tried out Google. Mixed feelings about it.,neutral
3078,Meta,"Meta works fine, just the usual stuff.",neutral
3079,Apple,Apple update broke everything. Please fix it!,negative
3080,Meta,Meta's performance is top-notch. Kudos to the team!,positive
3081,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
3082,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
3083,Apple,Impressed with Apple's latest product release.,positive
3084,Google,Google keeps crashing. Super annoying.,negative
3085,Microsoft,Microsoft's performance is top-notch. Kudos to the team!,positive
3086,Meta,Meta update broke everything. Please fix it!,negative
3087,Meta,Tried out Meta. Mixed feelings about it.,neutral
3088,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
3089,Microsoft,Terrible experience with Microsoft customer support.,negative
3090,Microsoft,Great customer service from Microsoft. Totally satisfied!,positive
3091,Meta,Impressed with Meta's latest product release.,positive
3092,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
3093,Meta,Great customer service from Meta. Totally satisfied!,positive
3094,Microsoft,Really disappointed with Microsoft. Not what I expected.,negative
3095,Google,"Not good, not bad. Google is just average.",neutral
3096,Apple,Tried out Apple. Mixed feelings about it.,neutral
3097,Apple,Apple's performance is top-notch. Kudos to the team!,positive
3098,Meta,Really disappointed with Meta. Not what I expected.,negative
3099,Meta,The new Meta update is amazing! Loving the features.,positive
3100,Amazon,Why is Amazon so slow lately? Very frustrating.,negative
3101,Amazon,Terrible experience with Amazon customer support.,negative
3102,Apple,Great customer service from Apple. Totally satisfied!,positive
3103,Meta,Really disappointed with Meta. Not what I expected.,negative
3104,Amazon,Amazon keeps crashing. Super annoying.,negative
3105,Google,Tried out Google. Mixed feelings about it.,neutral
3106,Apple,Fast and reliable – Apple never disappoints!,positive
3107,Amazon,The new Amazon update is amazing! Loving the features.,positive
3108,Microsoft,Microsoft update broke everything. Please fix it!,negative
3109,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
3110,Amazon,Terrible experience with Amazon customer support.,negative
3111,Meta,Great customer service from Meta. Totally satisfied!,positive
3112,Meta,Tried out Meta. Mixed feelings about it.,neutral
3113,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
3114,Google,"Not good, not bad. Google is just average.",neutral
3115,Apple,Still exploring Apple. Too early to judge.,neutral
3116,Microsoft,Microsoft keeps crashing. Super annoying.,negative
3117,Microsoft,Microsoft update broke everything. Please fix it!,negative
3118,Apple,Tried out Apple. Mixed feelings about it.,neutral
3119,Amazon,"I used Amazon today. It's okay, nothing special.",neutral
3120,Google,"I used Google today. It's okay, nothing special.",neutral
3121,Meta,"Not good, not bad. Meta is just average.",neutral
3122,Meta,"I used Meta today. It's okay, nothing special.",neutral
3123,Meta,Great customer service from Meta. Totally satisfied!,positive
3124,Meta,Still exploring Meta. Too early to judge.,neutral
3125,Apple,Still exploring Apple. Too early to judge.,neutral
3126,Google,Google update broke everything. Please fix it!,negative
3127,Apple,Fast and reliable – Apple never disappoints!,positive
3128,Google,Google's performance is top-notch. Kudos to the team!,positive
3129,Google,Fast and reliable – Google never disappoints!,positive
3130,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
3131,Meta,Terrible experience with Meta customer support.,negative
3132,Meta,Impressed with Meta's latest product release.,positive
3133,Apple,Terrible experience with Apple customer support.,negative
3134,Google,Really disappointed with Google. Not what I expected.,negative
3135,Meta,Terrible experience with Meta customer support.,negative
3136,Amazon,The new Amazon update is amazing! Loving the features.,positive
3137,Apple,"Apple works fine, just the usual stuff.",neutral
3138,Amazon,Great customer service from Amazon. Totally satisfied!,positive
3139,Amazon,Great customer service from Amazon. Totally satisfied!,positive
3140,Amazon,Amazon keeps crashing. Super annoying.,negative
3141,Apple,"Not good, not bad. Apple is just average.",neutral
3142,Google,The new Google update is amazing! Loving the features.,positive
3143,Amazon,Really disappointed with Amazon. Not what I expected.,negative
3144,Amazon,Impressed with Amazon's latest product release.,positive
3145,Amazon,Terrible experience with Amazon customer support.,negative
3146,Apple,Great customer service from Apple. Totally satisfied!,positive
3147,Google,Still exploring Google. Too early to judge.,neutral
3148,Google,Google update broke everything. Please fix it!,negative
3149,Meta,Really disappointed with Meta. Not what I expected.,negative
3150,Amazon,Amazon's performance is top-notch. Kudos to the team!,positive
3151,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
3152,Apple,Really disappointed with Apple. Not what I expected.,negative
3153,Microsoft,"Microsoft works fine, just the usual stuff.",neutral
3154,Apple,Apple update broke everything. Please fix it!,negative
3155,Meta,"I used Meta today. It's okay, nothing special.",neutral
3156,Google,"Google works fine, just the usual stuff.",neutral
3157,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
3158,Microsoft,Fast and reliable – Microsoft never disappoints!,positive
3159,Google,Google's performance is top-notch. Kudos to the team!,positive
3160,Meta,Great customer service from Meta. Totally satisfied!,positive
3161,Meta,Meta update broke everything. Please fix it!,negative
3162,Microsoft,The new Microsoft update is amazing! Loving the features.,positive
3163,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
3164,Google,The new Google update is amazing! Loving the features.,positive
3165,Microsoft,Microsoft update broke everything. Please fix it!,negative
3166,Amazon,Tried out Amazon. Mixed feelings about it.,neutral
3167,Amazon,"Amazon works fine, just the usual stuff.",neutral
3168,Meta,"Not good, not bad. Meta is just average.",neutral
3169,Apple,Fast and reliable – Apple never disappoints!,positive
3170,Meta,Meta's performance is top-notch. Kudos to the team!,positive
3171,Apple,Really disappointed with Apple. Not what I expected.,negative
3172,Google,Still exploring Google. Too early to judge.,neutral
3173,Amazon,Amazon keeps crashing. Super annoying.,negative
3174,Meta,"Not good, not bad. Meta is just average.",neutral
3175,Amazon,"Not good, not bad. Amazon is just average.",neutral
3176,Microsoft,Microsoft keeps crashing. Super annoying.,negative
3177,Amazon,Amazon keeps crashing. Super annoying.,negative
3178,Microsoft,"Not good, not bad. Microsoft is just average.",neutral
3179,Apple,"Apple works fine, just the usual stuff.",neutral
3180,Apple,Tried out Apple. Mixed feelings about it.,neutral
3181,Apple,Great customer service from Apple. Totally satisfied!,positive
3182,Microsoft,Tried out Microsoft. Mixed feelings about it.,neutral
3183,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
3184,Apple,"I used Apple today. It's okay, nothing special.",neutral
3185,Microsoft,"I used Microsoft today. It's okay, nothing special.",neutral
3186,Amazon,Amazon update broke everything. Please fix it!,negative
3187,Amazon,Amazon keeps crashing. Super annoying.,negative
3188,Apple,Impressed with Apple's latest product release.,positive
3189,Amazon,Impressed with Amazon's latest product release.,positive
3190,Apple,The new Apple update is amazing! Loving the features.,positive
3191,Amazon,"Not good, not bad. Amazon is just average.",neutral
3192,Google,Fast and reliable – Google never disappoints!,positive
3193,Amazon,"Amazon works fine, just the usual stuff.",neutral
